organism	gene	modification	new_id	old_id	random_id	protein_length_new	protein_length_old	CDS_counts_new	CDS_counts_old	CDS_change	source_new	source_old	chain_count_new	chain_count_old	fraction_disordered_new	fraction_disordered_old	has_clash_new	has_clash_old	pae_mean_new	pae_mean_old	ptm_new	ptm_old	ranking_score_new	ranking_score_old	residue_plddt_50_new	residue_plddt_50_old	residue_plddt_60_new	residue_plddt_60_old	residue_plddt_70_new	residue_plddt_70_old	residue_plddt_80_new	residue_plddt_80_old	residue_plddt_90_new	residue_plddt_90_old	residue_plddt_count_fp_new	residue_plddt_count_fp_old	residue_plddt_count_tp_new	residue_plddt_count_tp_old	residue_plddt_max_new	residue_plddt_max_old	residue_plddt_mean_new	residue_plddt_mean_old	residue_plddt_median_new	residue_plddt_median_old	residue_plddt_min_new	residue_plddt_min_old	total_residue_plddt_over_80_new	total_residue_plddt_over_80_old	Foldseek_transformed_evalue_new	Foldseek_transformed_evalue_old	alnlen_new	alnlen_old	alntmscore_new	alntmscore_old	bits_new	bits_old	evalue_new	evalue_old	fident_new	fident_old	gapopen_new	gapopen_old	lddt_new	lddt_old	mismatch_new	mismatch_old	qend_new	qend_old	qstart_new	qstart_old	query_length_new	query_length_old	query_new	query_old	target_new	target_old	taxid_new	taxid_old	taxlineage_new	taxlineage_old	taxname_new	taxname_old	tend_new	tend_old	tstart_new	tstart_old	diff_alnlen	diff_alntmscore	diff_bits	diff_CDS_counts	diff_evalue	diff_fident	diff_fraction_disordered	diff_lddt	diff_pae_max	diff_pae_mean	diff_ph-LDDT	diff_protein_length	diff_ptm	diff_residue_plddt_50	diff_residue_plddt_60	diff_residue_plddt_70	diff_residue_plddt_80	diff_residue_plddt_90	diff_residue_plddt_mean	diff_residue_plddt_median	diff_total_residue_plddt_over_80	diff_PSAURON_in_frame_score	diff_mean_out_of_frame_score	ph-LDDT_new	ph-LDDT_old	precision_new	precision_old	query_tp_count_new	query_tp_count_old	sensitivity_new	sensitivity_old	PSAURON_in_frame_score_new	PSAURON_in_frame_score_old	mean_out_of_frame_score_new	mean_out_of_frame_score_old	alignment_score	alignment_length	percent_alignment_score	IPR_max_new	IPR_total_new	IPR_evalue_min_new	IPR_max_old	IPR_total_old	IPR_evalue_min_old	IPR_transformed_evalue_min_new	IPR_transformed_evalue_min_old	diff_IPR_min_evalue	diff_IPR_transformed_min_evalue	above_90_old	above_80_old	above_70_old	above_60_old	above_50_old	above_90_new	above_80_new	above_70_new	above_60_new	above_50_new	diff_above_90	diff_above_80	diff_above_70	diff_above_60	diff_above_50
Aspergillus fumigatus str. Af293	AFU3G09870_T	changed	AFU3G09870	AFU3G09870	ACC3576C_3832_4257_BE84_E4B10A291731	81	80	2	4	decrease	Afum-Af293_new	Afum-Af293_old	1	1	0.2	1.0	0	0	7.98225880201189	22.23090625	0.68	0.22	0.78	0.72	1	21	10	27	18	14	22	0	30	0	0	0	80	41	96.4571428571429	76.372	83.1904697281457	58.9810037247475	85.014	60.4841666666667	54.5666666666667	38.8814285714286	52	0	50.0687251489429	-3.64738555055399	67.0	0.0	0.9391	0.3638	240.0	29.0	9.843e-06	2.316	0.522	0.144	0.0	0.0	0.8925	0.7223	32.0	59.0	67.0	70.0	1.0	2.0	66.0	68.0	afu3g09870-t_model	afu3g09870-t-p1_model	4ytx-assembly4.cif.gz_I	7tau-assembly1.cif.gz_S	559292.0	46928.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C	d_Viruses;-_Varidnaviria;k_Bamfordvirae;p_Preplasmiviricota;c_Tectiliviricetes;o_Rowavirales;f_Adenoviridae;g_Mastadenovirus;s_Human mastadenovirus D;-_Human adenovirus 26	Saccharomyces cerevisiae S288C	Human adenovirus 26	68.0	122.0	2.0	54.0	67.0	0.5753	211.0	-2	-2.315990157	0.378	-0.8	0.1701999999999999		-14.2486474479881	0.993788819875776	1.0	0.46	-20	-17	4	22	30	24.2094660033982	24.5298333333333	52	0.0044399999999999	0.02255	0.993788819875776	0.0	0.987654320987654	0.5125	66.0	29.0	1.0	0.426470588235294	0.99508	0.99064	0.08007	0.05752	33	111	29.73	74.0	141.0	4.9e-25			10.0	243.098039199715	-10.0	-10.0	253.098039199715	0	0	14	41	62	30	52	70	80	81	30	52	56	39	19
Aspergillus fumigatus str. Af293	AFU1G09050_T	changed	AFU1G09050	AFU1G09050	ACEBF9D8_7F5C_42F1_9094_3DCA15F73268	202	195	3	5	decrease	Afum-Af293_new	Afum-Af293_old	1	1	0.04	0.1	0	0	2.92905107342417	8.01183431952663	0.91	0.75	0.93	0.8	1	5	5	22	13	50	34	62	149	36	0	0	201	170	98.585	97.3214285714286	91.5345858550141	76.0899256965257	94.4278571428572	80.2042857142857	50.6725	27.905	183	98	2.79427279635739	-0.153597554092142	0.0	0.0	0.6312	0.6694	74.0	64.0	0.5255	1.036	0.201	0.205	6.0	3.0	0.4997	0.5427	68.0	77.0	179.0	176.0	82.0	65.0	97.0	111.0	afu1g09050-t_model	afu1g09050-t-p1_model	7c83-assembly1.cif.gz_A	7c83-assembly1.cif.gz_A	1977087.0	1977087.0	-_cellular organisms;d_Bacteria;p_Pseudomonadota;-_unclassified Pseudomonadota;s_Pseudomonadota bacterium	-_cellular organisms;d_Bacteria;p_Pseudomonadota;-_unclassified Pseudomonadota;s_Pseudomonadota bacterium	Pseudomonadota bacterium	Pseudomonadota bacterium	234.0	234.0	140.0	135.0	0.0	-0.03820000000000001	10.0	-2	-0.5105	-0.003999999999999976	-0.06	-0.04299999999999998		-5.08278324610245	0.0	7.0	0.16	-4	-17	-37	-28	113	15.4446601584884	14.2235714285715	85	-0.0001499999999999	0.0205	0.0	0.0	0.995049504950495	0.871794871794872	97.0	111.0	1.0	1.0	0.99952	0.99967	0.1018	0.0813	170	218	77.98	202.0	872.0	1e-85	190.0	814.0	4.0000000000000004e-72	850.0	713.97940008672	-3.9999999999999e-72	136.02059991328	36	98	148	170	175	149	183	196	201	202	113	85	48	31	27
Aspergillus fumigatus str. Af293	AFU2G00830_T	changed	AFU2G00830	AFU2G00830	AE38DCE1_A6EC_485D_A3C1_DF3BEC38DBE4	308	460	4	2	increase	Afum-Af293_new	Afum-Af293_old	1	1	0.0	0.22	0	0	4.65116482543431	17.0432674858223	0.92	0.66	0.92	0.77	13	11	13	18	16	25	54	72	207	170	0	40	290	285	98.574	98.0414285714286	88.7732652744982	67.4218099418094	93.5537777777778	83.694375	44.9554545454545	17.79	261	242	174.544454927659	177.69806621131	289.0	291.0	0.7898	0.7988	588.0	594.0	3.512e-18	1.699e-18	0.262	0.268	10.0	11.0	0.6988	0.7007	175.0	173.0	277.0	278.0	7.0	7.0	270.0	271.0	afu2g00830-t_model	afu2g00830-t-p1_model	5ig2-assembly1.cif.gz_B	5ig2-assembly1.cif.gz_B	391038.0	391038.0	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Paraburkholderia phymatum;-_Paraburkholderia phymatum STM815	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Paraburkholderia phymatum;-_Paraburkholderia phymatum STM815	Paraburkholderia phymatum STM815	Paraburkholderia phymatum STM815	273.0	274.0	5.0	5.0	-2.0	-0.009000000000000008	-6.0	2	1.813e-18	-0.006000000000000005	-0.22	-0.0019000000000000128		-12.392102660388	0.186074034595454	-152.0	0.26	2	-5	-9	-18	37	21.3514553326888	9.85940277777777	19	0.00336	-0.04433	0.935556012544342	0.749481977948888	0.941558441558442	0.619565217391304	251.0	257.0	0.92962962962963	0.948339483394834	0.99846	0.9951	0.05998	0.10431	296	466	63.52	252.0	528.0	2.06e-47	252.0	528.0	7.650000000000001e-47	466.861327796308	461.163385648464	-5.59e-47	5.69794214784463	170	242	267	285	296	207	261	277	290	303	37	19	10	5	7
Aspergillus fumigatus str. Af293	AFU6G14580_T	changed	AFU6G14580	AFU6G14580	AF43D30D_A49A_47FC_9F39_77F3AE189041	367	206	2	1	increase	Afum-Af293_new	Afum-Af293_old	1	1	0.1	0.49	0	0	11.9517250851963	20.4753888208125	0.76	0.42	0.82	0.66	19	19	13	8	32	28	132	48	142	14	0	3	319	98	98.12625	93.3685714285714	82.1302728560419	59.6630285448101	86.9516666666667	55.9538888888889	28.03875	15.26	274	62	46.3059858630338	15.9159042153157	304.0	0.0	0.6416	0.8372	225.0	115.0	2.341e-05	0.02561	0.19	0.343	10.0	2.0	0.5437	0.6502	188.0	37.0	360.0	129.0	68.0	69.0	292.0	60.0	afu6g14580-t_model	afu6g14580-t-p1_model	7vpu-assembly2.cif.gz_D	7vpu-assembly2.cif.gz_D	559295.0	559295.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Lachancea;s_Lachancea thermotolerans;-_Lachancea thermotolerans CBS 6340	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Lachancea;s_Lachancea thermotolerans;-_Lachancea thermotolerans CBS 6340	Lachancea thermotolerans CBS 6340	Lachancea thermotolerans CBS 6340	257.0	63.0	1.0	2.0	304.0	-0.1956000000000001	110.0	1	-0.02558659	-0.15300000000000002	-0.39	-0.10650000000000004		-8.52366373561625	0.911856585744329	161.0	0.34	0	5	4	84	128	22.4672443112318	30.9977777777778	212	0.28322	0.0678	0.911856585744329	0.0	0.869209809264305	0.475728155339806	280.0	60.0	0.958904109589041	1.0	0.91277	0.62955	0.12305	0.05525	140	412	33.98	360.0	639.0	6.4e-67	128.0	407.0	3.5e-29	661.938200260161	284.559319556497	-3.5e-29	377.378880703664	14	62	90	98	117	142	274	306	319	338	128	212	216	221	221
Aspergillus fumigatus str. Af293	AFU4G04700_T	changed	AFU4G04700	AFU4G04700	AF5E3ABB_90BA_4237_9783_33C52640F5C4	551	278	1	2	decrease	Afum-Af293_new	Afum-Af293_old	1	1	0.01	0.11	0	0	6.71036656664504	13.8240295533358	0.9	0.61	0.91	0.66	28	22	28	30	56	51	146	88	275	58	0	0	505	227	98.026	95.076	85.1834456877565	75.7946237308854	89.9833333333333	81.8286363636364	40.5181818181818	29.5871428571429	421	146	76.4416550411506	38.907590314118	631.0	288.0	0.1338	0.2658	82.0	84.0	2.269e-08	0.0001286	0.095	0.135	44.0	23.0	0.2618	0.409	277.0	170.0	535.0	251.0	103.0	1.0	432.0	250.0	afu4g04700-t_model	afu4g04700-t-p1_model	6lqv-assembly1.cif.gz_BE	2ovr-assembly1.cif.gz_B	559292.0	9606.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	Saccharomyces cerevisiae S288C	Homo sapiens	637.0	263.0	103.0	18.0	343.0	-0.13199999999999998	-2.0	-1	-0.00012857731	-0.04000000000000001	-0.1	-0.1472		-7.11366298669071	0.0511628563170055	273.0	0.29	6	-2	5	58	217	9.38882195687106	8.15469696969697	275	-0.10082	0.0503599999999999	0.900098450455159	0.848935594138153	0.916515426497278	0.816546762589928	382.0	221.0	0.884259259259259	0.884	0.88561	0.98643	0.08431	0.03395	268	551	48.64	47.0	47.0	10.0	47.0	86.0	10.0	-10.0	-10.0	0.0	0.0	58	146	197	227	249	275	421	477	505	533	217	275	280	278	284
Aspergillus fumigatus str. Af293	AFU6G09850_T	changed	AFU6G09850	AFU6G09850	AF5FA4C9_B474_4C00_B672_64BD44EE254B	551	243	4	11	decrease	Afum-Af293_new	Afum-Af293_old	1	1	0.29	0.0	0	0	17.7410779279383	4.21552270148521	0.67	0.91	0.81	0.91	27	7	31	7	55	16	119	72	199	135	65	0	404	230	98.155	98.5725	72.670579874451	87.9028817273262	85.7775	91.675	13.2933333333333	36.645	318	207	14.2585293584928	6.89731633367552	0.0	0.0	0.2302	0.179	63.0	35.0	0.03751	0.2043	0.129	0.12	27.0	13.0	0.3664	0.2816	257.0	138.0	542.0	238.0	185.0	12.0	357.0	226.0	afu6g09850-t_model	afu6g09850-t-p1_model	4n9n-assembly1.cif.gz_A	1key-assembly1.cif.gz_C-2	559292.0	10090.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Mus;-_Mus;s_Mus musculus	Saccharomyces cerevisiae S288C	Mus musculus	424.0	197.0	1.0	9.0	0.0	0.051199999999999996	28.0	-7	-0.16679	0.009000000000000008	0.29	0.08479999999999999		13.5255552264531	0.0	308.0	-0.24	20	24	39	47	64	-15.2323018528751	-5.89749999999999	111	0.58455	-0.11614	0.0	0.0	0.733212341197822	0.946502057613169	334.0	220.0	0.935574229691877	0.973451327433628	0.91851	0.33396	0.18472	0.30086	242	551	43.92	354.0	610.0	7.5e-10			10.0	91.249387366083	-10.0	-9.99999999925	101.249387366083	135	207	223	230	237	199	318	373	404	431	64	111	150	174	194
Aspergillus fumigatus str. Af293	AFU2G13080_T	changed	AFU2G13080	AFU2G13080	AFC8A75A_1D94_4C7B_BD4A_9DE46C7942A3	159	161	1	2	decrease	Afum-Af293_new	Afum-Af293_old	1	1	0.08	0.11	0	0	2.90751552549345	6.35208132402299	0.92	0.84	0.96	0.9	2	1	0	0	2	2	28	28	125	112	0	0	155	142	98.854	98.92	93.3987591503535	87.9908677412994	96.32875	95.14	39.88	35.1475	153	140	183.068008548463	178.683813356509	165.0	156.0	0.8502	0.8352	639.0	611.0	4.934e-19	1.354e-18	0.393	0.403	4.0	5.0	0.8389	0.8405	80.0	78.0	159.0	161.0	15.0	21.0	144.0	140.0	afu2g13080-t_model	afu2g13080-t-p1_model	7aus-assembly1.cif.gz_A	7aun-assembly1.cif.gz_A	559292.0	559292.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C	Saccharomyces cerevisiae S288C	Saccharomyces cerevisiae S288C	165.0	161.0	1.0	6.0	9.0	0.014999999999999902	28.0	-1	-8.606e-19	-0.010000000000000009	-0.03	-0.0016000000000000458		-3.44456579852954	0.0499674171238779	-2.0	0.08	1	0	0	0	13	5.40789140905406	1.18875	13	-0.0004899999999999	-0.00238	0.987261146496815	0.937293729372937	0.974842767295598	0.881987577639752	144.0	140.0	1.0	1.0	0.99821	0.9987	0.02446	0.02684	140	178	78.65	137.0	518.0	1.24278e-35	133.0	500.0	4.912819999999999e-37	349.056057444415	363.086691476174	1.1936518e-35	-14.0306340317596	112	140	142	142	143	125	153	155	155	157	13	13	13	13	14
Aspergillus fumigatus str. Af293	AFU7G02610_T	changed	AFU7G02610	AFU7G02610	AFD92C54_BA1F_4829_9496_548571D7EED6	926	629	5	3	increase	Afum-Af293_new	Afum-Af293_old	1	1	0.19	0.19	0	0	14.4858621115926	14.5513677803868	0.78	0.73	0.88	0.83	28	33	57	48	87	87	213	217	335	86	63	18	692	438	97.674	95.96	73.5194327839487	69.2737818624583	85.9440277777778	79.0133333333333	13.3675	16.5355555555556	548	303	575.218665718995	372.062794431865	870.0	534.0	0.8438	0.8122	2288.0	1445.0	3.007e-58	6.219e-38	0.27	0.32	30.0	15.0	0.72	0.7025	524.0	324.0	922.0	615.0	77.0	97.0	845.0	518.0	afu7g02610-t_model	afu7g02610-t-p1_model	6rxt-assembly1.cif.gz_UQ	6rxt-assembly1.cif.gz_UQ	209285.0	209285.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetidae;o_Sordariales;f_Chaetomiaceae;g_Thermochaetoides;s_Thermochaetoides thermophila	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetidae;o_Sordariales;f_Chaetomiaceae;g_Thermochaetoides;s_Thermochaetoides thermophila	Thermochaetoides thermophila	Thermochaetoides thermophila	783.0	577.0	1.0	68.0	336.0	0.03159999999999996	843.0	2	-6.219e-38	-0.04999999999999999	0.0	0.01749999999999996		-0.0655056687941346	0.015733284227695	297.0	0.05	-5	9	0	-4	249	4.24565092149038	6.93069444444444	245	-0.0995399999999999	0.02815	0.775502614070396	0.759769329842701	0.747300215982721	0.696343402225755	681.0	433.0	0.805917159763314	0.835907335907336	0.82623	0.92577	0.22091	0.19276	571	954	59.85	850.0	2214.0	4.0999999999999995e-136	589.0	1565.0	8.1e-115	1353.8721614328	1140.91514981121	-8.1e-115	212.957011621589	86	303	390	438	471	335	548	635	692	720	249	245	245	254	249
Aspergillus fumigatus str. Af293	AFU2G15350_T	changed	AFU2G15350	AFU2G15350	B2F1D606_B5B0_4CB2_8993_0BA08F1A7B07	211	69	2	1	increase	Afum-Af293_new	Afum-Af293_old	1	1	0.19	1.0	0	0	10.6117966802183	21.8778617937408	0.74	0.19	0.83	0.69	8	23	14	20	36	7	72	0	32	0	0	0	154	27	95.126	78.806	71.8704658860097	57.3170445186858	79.6375	57.2625	28.3411111111111	41.7966666666667	104	0	12.0072839165013	-8.40231594958109	0.0	0.0	0.3526	0.5089	63.0	27.0	0.06299	6.922	0.11	0.196	7.0	1.0	0.3849	0.7876	117.0	40.0	188.0	50.0	11.0	1.0	177.0	49.0	afu2g15350-t_model	afu2g15350-t-p1_model	5m4y-assembly1.cif.gz_A	6ynz-assembly1.cif.gz_i4	559292.0	5911.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C	-_cellular organisms;d_Eukaryota;-_Sar;-_Alveolata;p_Ciliophora;-_Intramacronucleata;c_Oligohymenophorea;o_Hymenostomatida;-_Tetrahymenina;f_Tetrahymenidae;g_Tetrahymena;s_Tetrahymena thermophila	Saccharomyces cerevisiae S288C	Tetrahymena thermophila	163.0	51.0	3.0	1.0	0.0	-0.1563	36.0	1	-6.85901	-0.08600000000000001	-0.81	-0.40269999999999995		-11.2660651135225	0.0	142.0	0.55	-15	-6	29	72	32	14.5534213673239	22.375	104	0.36546	-0.236	0.0	0.0	0.729857819905213	0.391304347826087	147.0	19.0	0.830508474576271	0.387755102040816	0.80041	0.43495	0.13302	0.36902	6	252	2.38			10.0			10.0	-10.0	-10.0	0.0	0.0	0	0	7	27	50	32	104	140	154	162	32	104	133	127	112
Aspergillus fumigatus str. Af293	AFU2G13000_T	changed	AFU2G13000	AFU2G13000	B47330C3_6EA2_41A9_83E5_046343057121	83	130	4	5	decrease	Afum-Af293_new	Afum-Af293_old	1	1	1.0	1.0	0	0	19.1866598925824	23.9085384615385	0.36	0.28	0.86	0.78	28	10	22	16	7	7	9	11	13	16	0	0	51	50	96.654	96.888	67.9151166092943	54.6781087357087	62.8918181818182	47.2212857142857	46.8275	26.9014285714286	22	27	-7.77499319590365	0.222763947111523	0.0	0.0	0.3202	0.2828	23.0	35.0	5.991	0.95	0.166	0.188	1.0	1.0	0.66	0.7367	57.0	98.0	72.0	126.0	1.0	5.0	71.0	121.0	afu2g13000-t_model	afu2g13000-t-p1_model	6giq-assembly1.cif.gz_H	8j07-assembly1.cif.gz_c2	580240.0	9606.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae W303	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	Saccharomyces cerevisiae W303	Homo sapiens	85.0	242.0	17.0	122.0	0.0	0.03739999999999999	-12.0	-1	5.041	-0.021999999999999992	0.0	-0.07669999999999999		-4.72187856895608	0.0	-47.0	0.0799999999999999	18	6	0	-2	-3	13.2370078735856	15.6705324675325	-5	0.45033	-0.0461199999999999	0.0	0.0	0.614457831325301	0.384615384615385	46.0	48.0	0.647887323943662	0.396694214876033	0.58049	0.13016	0.1104	0.15652	58	141	41.13	39.0	39.0	10.0	39.0	39.0	10.0	-10.0	-10.0	0.0	0.0	16	27	34	50	60	13	22	29	51	79	-3	-5	-5	1	19
Aspergillus fumigatus str. Af293	AFU2G12950_T	changed	AFU2G12950	AFU2G12950	B4768DAA_12F3_4B52_BF0B_0BFDE60483AF	72	111	6	3	increase	Afum-Af293_new	Afum-Af293_old	1	1	1.0	0.99	0	0	19.5658564814815	22.4015339663988	0.34	0.26	0.84	0.76	24	19	13	8	7	11	13	11	11	8	0	0	44	38	94.95	92.358	69.9338991251804	56.9244619294619	64.9995833333333	50.2528571428571	44.87	34.15	24	19	-7.67452718097773	-6.29919035503542	0.0	0.0	0.3396	0.2929	22.0	25.0	5.854	4.265	0.155	0.106	1.0	2.0	0.6859	0.703	44.0	66.0	55.0	81.0	3.0	5.0	52.0	76.0	afu2g12950-t_model	afu2g12950-t-p1_model	7zeb-assembly1.cif.gz_m	5bu8-assembly1.cif.gz_A	9940.0	155148.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Laurasiatheria;o_Artiodactyla;-_Ruminantia;-_Pecora;f_Bovidae;-_Caprinae;g_Ovis;s_Ovis aries	d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Lederbergvirus;s_Lederbergvirus HK620;-_Enterobacteria phage HK620	Ovis aries	Enterobacteria phage HK620	64.0	176.0	7.0	74.0	0.0	0.04670000000000002	-3.0	3	1.589	0.049	0.01	-0.017100000000000004		-2.83567748491735	0.0	-39.0	0.08	5	5	-4	2	3	13.0094371957185	14.7467261904762	5	-0.02488	0.21791	0.0	0.0	0.611111111111111	0.342342342342342	34.0	29.0	0.653846153846154	0.381578947368421	0.9604	0.98528	0.24766	0.02975	41	134	30.6			10.0			10.0	-10.0	-10.0	0.0	0.0	8	19	30	38	57	11	24	31	44	68	3	5	1	6	11
Aspergillus fumigatus str. Af293	AFU8G02150_T	changed	AFU8G02150	AFU8G02150	B4938E55_57F8_4D3C_AFE9_5DB558156DD5	449	468	5	5	same	Afum-Af293_new	Afum-Af293_old	1	1	0.02	0.18	0	0	4.19682987683593	10.5767810833516	0.93	0.81	0.94	0.9	6	9	5	16	14	50	101	115	314	189	0	52	434	370	98.5625	98.152	90.7712185520493	75.3320341040133	94.0875	87.2822727272727	29.8425	9.57214285714286	415	304	351.711468403234	293.13453100937	426.0	472.0	0.8836	0.7964	1276.0	982.0	6.743e-36	4.859e-30	0.276	0.222	11.0	12.0	0.7326	0.7157	271.0	269.0	429.0	451.0	15.0	13.0	414.0	438.0	afu8g02150-t_model	afu8g02150-t-p1_model	5viu-assembly1.cif.gz_A	4zwm-assembly1.cif.gz_A	1117645.0	508771.0	-_cellular organisms;d_Bacteria;-_FCB group;-_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Flavobacteriia;o_Flavobacteriales;f_Weeksellaceae;g_Elizabethkingia;s_Elizabethkingia anophelis	-_cellular organisms;d_Eukaryota;-_Sar;-_Alveolata;p_Apicomplexa;c_Conoidasida;-_Coccidia;o_Eucoccidiorida;-_Eimeriorina;f_Sarcocystidae;g_Toxoplasma;s_Toxoplasma gondii;-_Toxoplasma gondii ME49	Elizabethkingia anophelis	Toxoplasma gondii ME49	400.0	419.0	1.0	13.0	-46.0	0.08720000000000006	294.0	0	-4.8589932570000006e-30	0.05400000000000002	-0.16	0.016900000000000026		-6.37995120651567	0.183700824855665	-19.0	0.12	-3	-11	-36	-14	125	15.439184448036	6.80522727272728	111	0.0105699999999999	-0.01215	0.983012457531144	0.799311632675479	0.966592427616926	0.790598290598291	414.0	354.0	1.0	0.808219178082192	0.99779	0.98722	0.05864	0.07079	396	511	77.5	420.0	1856.0	5.9e-82	413.0	1273.0	4.9e-74	812.291479883579	733.098039199715	-4.899999941e-74	79.1934406838636	189	304	354	370	379	314	415	429	434	440	125	111	75	64	61
